"x","y","replicate"
0.604935176437721,0.641229436439685,1
0.469659637892619,0.36084630439069,1
0.407269772375003,0.0380127119452795,1
0.137173533206806,-0.0421160946938901,1
0.256381618091837,0.305918593004445,1
0.0891713658347726,0.29595765727546,1
0.296090795192868,0.278073505917584,1
0.368355398997664,0.604402696648502,1
0.772355989087373,1.00178355070083,1
0.896601653890684,0.836928214960577,1
0.395572766195983,0.583297158156782,1
0.35805794945918,-0.0776771191176845,1
0.730790521483868,0.673713684825785,1
0.858187424018979,0.702712146978518,1
0.340688851196319,-0.0310271838127607,1
0.0526305357925594,-0.251169293427751,1
0.26587731949985,0.228175579628332,1
0.514516001800075,0.0139316541334492,1
0.395148374605924,-0.307826660325096,1
0.314676087582484,-0.236551044241235,1
0.863810821902007,0.566850738747742,1
0.39778211992234,-0.2256458448427,1
0.256738207070157,-0.0570180832721681,1
0.380443700356409,0.0357621420634934,1
0.588082142174244,0.263847949789853,1
0.681908056139946,0.696451343568299,1
0.12766210664995,0.386856516858859,1
0.753111119382083,0.598722264569005,1
0.716151619562879,0.310878985455779,1
0.650639700703323,0.779824863876306,1
0.409910059766844,0.0659448717937082,1
0.379457637900487,0.478863481790474,1
0.180514073930681,-0.128815260752983,1
0.62104266625829,0.317489201799482,1
0.755724309245124,0.422250254937738,1
0.810005233157426,0.590628698695437,1
0.613216385710984,0.609667834270131,1
0.687130173901096,0.265594421270178,1
0.870753838913515,0.801302975119035,1
0.887817236594856,0.656085086838169,1
0.540046307491139,-0.147783948099203,1
0.120925329625607,-0.0732320695744149,1
0.438430118607357,0.532637786925568,1
0.172338030068204,-0.0588370449237516,1
0.819989142939448,0.578723138903872,1
0.676649591187015,0.0732031195375574,1
0.437107762088999,-0.0639859072632341,1
0.331891781883314,0.150098177920944,1
0.981117221759632,0.505513446285917,1
0.0794845623895526,-0.169782797535056,1
0.284100382355973,0.783776636300669,1
0.445765036158264,0.619695741651861,1
0.617659323615953,0.29664574164877,1
0.433567170752212,-0.365576279008837,1
0.856886795023456,0.238585729878844,1
0.794172646244988,0.854562322861834,1
0.713200651109219,0.136250322503178,1
0.0670726734679192,0.174052053489946,1
0.999501704936847,1.36148545072385,1
0.140017825877294,-0.222437730593767,1
0.776489964453503,0.772444133008178,1
0.416290549794212,-0.0502806089730126,1
0.304206551983953,0.102533269223725,1
0.351554863154888,1.01355167317517,1
0.0430696008261293,0.508108814285341,1
0.148936254205182,0.233093621329844,1
0.872278260067105,0.792380630046577,1
0.892990341410041,0.870096768475125,1
0.848137840628624,0.218047089503114,1
0.608561114408076,0.374655517271803,1
0.103378157829866,-0.25121045081354,1
0.156850651605055,0.394709742214105,1
0.272512138122693,0.236041943606333,1
0.0194172591436654,-0.322565607201304,1
0.381253557978198,0.142782083435194,1
0.203912438359112,0.0854848517496792,1
0.154105328954756,-0.497286424090278,1
0.668384277261794,0.186154876254127,1
